province,candidate,votes,winner,district_name,constituency,party
Koshi,Kaji Man Kagate,11966,False,Illam,1,UML
Koshi,Suhang Nembang,22426,True,Illam,2,UML
Koshi,Ramchandra Upreti,7659,False,Jhapa,1,UML
Koshi,Dev Raj Ghimire,11368,False,Jhapa,2,UML
Koshi,Hari Bahadur Rajbanshi,7492,False,Jhapa,3,UML
Koshi,Lal Prasad Sawa Limbu,11986,False,Jhapa,4,UML
Koshi,KP Sharma Oli,18734,False,Jhapa,5,UML
Koshi,Ghana Shyam Khatiwada,9823,False,Morang,1,UML
Koshi,Dilip Kumar Agrawal,15624,False,Morang,2,UML
Koshi,Iran Kumar Rai,7752,False,Morang,3,UML
Koshi,Jivan Ghimire,6933,False,Morang,4,UML
Koshi,Manoj Kumar Agrawal,6945,False,Morang,5,UML
Koshi,Binod Prasad Dhakal,8317,False,Morang,6,UML
Koshi,Tika Ram Limbu,6463,False,Sunsari,1,UML
Koshi,Sujan Lama,8303,False,Sunsari,2,UML
Koshi,Bhagwati Chaudhary,15083,False,Sunsari,3,UML
Koshi,Jagdish Prasad Kusiyaith,8631,False,Sunsari,4,UML
Koshi,Rajendra Kumar Rai,18132,True,Dhankuta,1,UML
Koshi,Arjun Kumar Karki,15636,True,Sankhuwasabha,1,UML
Koshi,Sherdhan Rai,14750,False,Bhojpur,1,UML
Koshi,Bhanu Bhakta Dhakal,10682,False,Terhathum,1,UML
Koshi,Asmita Thapa,10720,False,Okhaldhunga,1,UML
Koshi,Dev Bikram Rai,12714,False,Khotang,1,UML
Koshi,Kalpana Rai,8228,False,Solukhumbu,1,UML
Koshi,Durga Kumar Thapa,9206,False,Udayapur,1,UML
Koshi,Ambar Bahadur Raimajhi,7648,False,Udayapur,2,UML
Madhesh,Suman Raj Pyakurel,7652,False,Saptari,1,UML
Madhesh,Mohammad Jiaul Rahman,883,False,Saptari,2,UML
Madhesh,Tarakant Chaudhary,6715,False,Saptari,3,UML
Madhesh,Ganga Prasad Chaudhary,1177,False,Saptari,4,UML
Madhesh,Ram Shankar Yadav,7886,False,Siraha,1,UML
Madhesh,Nabin Kumar Yadav,6713,False,Siraha,2,UML
Madhesh,Lilanath Shrestha,10156,False,Siraha,3,UML
Madhesh,Dharmanath Prasad Sah,4227,False,Siraha,4,UML
Madhesh,Ramchandra Mandal,9220,False,Dhanusha,1,UML
Madhesh,Umashankar Argariya,10153,False,Dhanusha,2,UML
Madhesh,Juli Kumari Mahato (Mahaseth),9786,False,Dhanusha,3,UML
Madhesh,Raghubir Mahaseth,11529,False,Dhanusha,4,UML
Madhesh,Laxmi Mahato Koir,6591,False,Mahottari,1,UML
Madhesh,Kasim Nadaf,3524,False,Mahottari,2,UML
Madhesh,Manoj Kumar Singh,1516,False,Mahottari,3,UML
Madhesh,Neelam Adhikari,6192,False,Mahottari,4,UML
Madhesh,Manoj Kumar Devkota,6101,False,Sarlahi,1,UML
Madhesh,Nageshowr Sah,1413,False,Sarlahi,2,UML
Madhesh,Hari Prasad Upreti,5776,False,Sarlahi,3,UML
Madhesh,Amnish Kumar Yadav,9343,False,Sarlahi,4,UML
Madhesh,Ajay Kumar Gupta,10693,False,Rautahat,1,UML
Madhesh,Mohammad Atiullah,2382,False,Rautahat,2,UML
Madhesh,Kundan Prasad Kushwaha,6605,False,Rautahat,3,UML
Madhesh,Ramji Sah Sonar,3478,False,Rautahat,4,UML
Madhesh,Achyutprasad Mainali,11645,False,Bara,1,UML
Madhesh,Balbir Prasad Chaudhari,7213,False,Bara,2,UML
Madhesh,Jwalakumari Sah,5271,False,Bara,3,UML
Madhesh,Krishnakumar Shrestha,11639,False,Bara,4,UML
Madhesh,Pradip Yadav,13030,False,Parsa,1,UML
Madhesh,Rima Kumari Yadav,11605,False,Parsa,2,UML
Madhesh,Rupesh Kumar Pandey,11914,False,Parsa,3,UML
Madhesh,Jalim Miya Mansuri,12145,False,Parsa,4,UML
Bagmati,Pradip Kumar Katuwal Chhetri (K.C),15859,False,Sindhuli,1,UML
Bagmati,Manoj Jung Thapa,11606,False,Sindhuli,2,UML
Bagmati,Madhav Prasad Dhungel,17609,False,Ramechhap,1,UML
Bagmati,Parbat Gurung,17449,False,Dolakha,1,UML
Bagmati,Saresh Nepal,11961,False,Sindhupalchok,1,UML
Bagmati,Sher Bahadur Tamang,15926,False,Sindhupalchok,2,UML
Bagmati,Ami Tamang,13814,False,Kavrepalanchok,1,UML
Bagmati,Ashok Kumar Byanju Shrestha,13940,False,Kavrepalanchok,2,UML
Bagmati,Chet Nath Sanjel,6546,False,Lalitpur,1,UML
Bagmati,Prem Bahadur Maharjan,4536,False,Lalitpur,2,UML
Bagmati,Sandan Thapa Magar,3297,False,Lalitpur,3,UML
Bagmati,Som Prasad Mishra,3721,False,Bhaktapur,1,UML
Bagmati,Mahesh Basnet,10996,False,Bhaktapur,2,UML
Bagmati,Mohan Raj Regmi,1618,False,Kathmandu,1,UML
Bagmati,Maniram Phuyal,4759,False,Kathmandu,2,UML
Bagmati,Rameshwar Phuyal,3816,False,Kathmandu,3,UML
Bagmati,Rajan Bhattarai,5733,False,Kathmandu,4,UML
Bagmati,Ishwar Pokharel,4701,False,Kathmandu,5,UML
Bagmati,Aman Kumar Maskey,4373,False,Kathmandu,6,UML
Bagmati,Prakash Shrestha,3544,False,Kathmandu,7,UML
Bagmati,Rajesh Shakya,1328,False,Kathmandu,8,UML
Bagmati,Ajay Kranti Shakya,4580,False,Kathmandu,9,UML
Bagmati,Binod Shrestha,4864,False,Kathmandu,10,UML
Bagmati,Badri Mainali,8932,False,Nuwakot,1,UML
Bagmati,Keshav Raj Pandey,8285,False,Nuwakot,2,UML
Bagmati,Prem Bahadur Tamang,4688,False,Rasuwa,1,UML
Bagmati,Bhumi Prasad Tripathi,15032,False,Dhading,1,UML
Bagmati,Dhan Bahadur Ghale,10084,False,Dhading,2,UML
Bagmati,Rameshwar Rana Magar,12783,False,Makwanpur,1,UML
Bagmati,Mahesh Kumar Bartaula,18846,False,Makwanpur,2,UML
Bagmati,Dawa Dorje Lama,10899,False,Chitwan,1,UML
Bagmati,Ashim Ghimire,6992,False,Chitwan,2,UML
Bagmati,Shankar Raj Thapaliya,5004,False,Chitwan,3,UML
Gandaki,Ram Chandra Lamichhane,3732,False,Gorkha,1,UML
Gandaki,Milan Gurung,3087,False,Gorkha,2,UML
Gandaki,Prithvi Subba Gurung,16876,False,Lamjung,1,UML
Gandaki,Bhagwati Neupane,5653,False,Tanahun,1,UML
Gandaki,Kedar Sigdel,11668,False,Tanahun,2,UML
Gandaki,Min Prasad Gurung,16804,False,Syangja,1,UML
Gandaki,Khim Bahadur Thapa,14108,False,Syangja,2,UML
Gandaki,Bain Bahadur Chhetri (Adhikari),10429,False,Kaski,1,UML
Gandaki,Rashmi Acharya,7493,False,Kaski,2,UML
Gandaki,Damodar Paudel Bairagi,7906,False,Kaski,3,UML
Gandaki,Indra Dhara Dadu Bista,1806,False,Mustang,1,UML
Gandaki,Padam Giri,15075,False,Parbat,1,UML
Gandaki,Harikrishna Shrestha,7919,False,Myagdi,1,UML
Gandaki,Hira Bahadur Khatri,8640,False,Baglung,1,UML
Gandaki,Manju Sharma,7864,False,Baglung,2,UML
Gandaki,Bhagirath Sapkota,9131,False,Nawalparasi East,1,UML
Gandaki,Til Bahadur Mahat Chhetri,15755,False,Nawalparasi East,2,UML
Lumbini,Pradip Kumar Gyawali,15181,False,Gulmi,1,UML
Lumbini,Gokarnaraj Bista,16406,False,Gulmi,2,UML
Lumbini,Narayan Parasad Acharya,16819,False,Palpa,1,UML
Lumbini,Thakur Prasad Gaire,10503,False,Palpa,2,UML
Lumbini,Dadhiram Neupane,7488,False,Rupandehi,1,UML
Lumbini,Bishnu Prasad Paudel,12861,False,Rupandehi,2,UML
Lumbini,Basu Dev Ghimire,8275,False,Rupandehi,3,UML
Lumbini,Pramod Kumar Yadav,20262,False,Rupandehi,4,UML
Lumbini,Khim Lal Bhattarai,13100,False,Rupandehi,5,UML
Lumbini,Pitambar Bhusal,22649,False,Arghakhanchi,1,UML
Lumbini,Bishram Prasad Chaudhary,7981,False,Kapilvastu,1,UML
Lumbini,Drigha Narayan Pandey,7357,False,Kapilvastu,2,UML
Lumbini,Birendra Kumar Kanodiya,14763,False,Kapilvastu,3,UML
Lumbini,Surya Bahadur Thapa Chhetri,16710,False,Pyuthan,1,UML
Lumbini,Gokul Prasad Gharti,9933,False,Rolpa,1,UML
Lumbini,Rewatiraman Sharma Ghimire,6825,False,Dang,1,UML
Lumbini,Shankar Pokhrael,15287,False,Dang,2,UML
Lumbini,Ghanshyam Pandey,12195,False,Dang,3,UML
Lumbini,Salik Ram Adhikari,14643,False,Bardiya,1,UML
Lumbini,Bimala B.K.,10772,False,Bardiya,2,UML
Lumbini,Surya Prasad Dhakal,11095,False,Banke,1,UML
Lumbini,Mohammad Ishtiyak Rai,24628,True,Banke,2,UML
Lumbini,Suman Malla,19615,False,Banke,3,UML
Lumbini,Ram Prasad Pandey,7956,False,Nawalparasi West,1,UML
Lumbini,Lekhnath Kharel,4311,False,Nawalparasi West,2,UML
Lumbini,Lilamani Gautam,3462,False,Rukum East,1,UML
Karnali,Nandaram Devkota,1869,False,Rukum West,1,UML
Karnali,Gulav Jung Shah,15373,False,Salyan,1,UML
Karnali,Dhruva Kumar Shahi,18890,False,Surkhet,1,UML
Karnali,Kulmani Devkota,11511,False,Surkhet,2,UML
Karnali,Ravindra Raj Sharma,11796,False,Dailekh,1,UML
Karnali,Laxmi Prasad Pokharel,13889,True,Dailekh,2,UML
Karnali,Dambar Bahadur Singh,16883,False,Jajarkot,1,UML
Karnali,Lank Bahadur Rokaya,5396,False,Dolpa,1,UML
Karnali,Dal Fadera,4331,False,Humla,1,UML
Karnali,Shree Nagindra Shahi,10352,False,Kalikot,1,UML
Karnali,Purna Bahadur Rokaya,6718,False,Mugu,1,UML
Karnali,Shanti Lal Mahat,4518,False,Jumla,1,UML
Sudurpaschim,Lal Bahadur Thapa,16633,False,Bajura,1,UML
Sudurpaschim,Ain Bahadur Mahar,18543,True,Bajhang,1,UML
Sudurpaschim,Deepak Bahadur Saud,7389,False,Achham,1,UML
Sudurpaschim,Yagya Bahadur Bogati,9518,True,Achham,2,UML
Sudurpaschim,Deepak Bahadur Dhami,14110,False,Doti,1,UML
Sudurpaschim,Dharika Prasad Neupane,4493,False,Kailali,1,UML
Sudurpaschim,Surya Bahadur Thapa,7886,False,Kailali,2,UML
Sudurpaschim,Gauri Shankar Chaudhary,4752,False,Kailali,3,UML
Sudurpaschim,Lekh Raj Bhatta,9444,False,Kailali,4,UML
Sudurpaschim,Yagya Raj Dhungana Upadhyaya,5839,False,Kailali,5,UML
Sudurpaschim,Tara Lama Tamang,8088,False,Kanchanpur,1,UML
Sudurpaschim,Bachan Bahadur Singh,6418,False,Kanchanpur,2,UML
Sudurpaschim,Deepak Prakash Bhatta,7575,False,Kanchanpur,3,UML
Sudurpaschim,Chakra Prasad Snehi,2926,False,Dadeldhura,1,UML
Sudurpaschim,Damodar Bhandari,17091,False,Baitadi,1,UML
Sudurpaschim,Ganesh Singh Thagunna,18891,True,Darchula,1,UML
Koshi,Khel Prasad Buda Chhetri,6775,False,Taplejung,1,NCP
Koshi,Hark Bahadur Nembang,11443,False,Panchthar,1,NCP
Koshi,Ran Bahadur Rai,7665,False,Illam,1,NCP
Koshi,Om Bahadur Gurung,1172,False,Illam,2,NCP
Koshi,Ashesh Ghimire,922,False,Jhapa,1,NCP
Koshi,Dharmashila Chapagai,1115,False,Jhapa,2,NCP
Koshi,Dilliram Ghimire,1450,False,Jhapa,3,NCP
Koshi,Purushottam Chudal,1362,False,Jhapa,4,NCP
Koshi,Ranjit Tamang,1461,False,Jhapa,5,NCP
Koshi,Kul Prasad Samba,2224,False,Morang,1,NCP
Koshi,Chandra Bir Rai,1366,False,Morang,2,NCP
Koshi,Dr Deuman Sambahamphe,1259,False,Morang,3,NCP
Koshi,Aman Lal Modi,10762,False,Morang,4,NCP
Koshi,Shiva Kumar Mandal (Kewat),8614,False,Morang,5,NCP
Koshi,Opendra Kumar Raya,2092,False,Morang,6,NCP
Koshi,Suryaa Bahadur Bhattarai,6185,False,Sunsari,1,NCP
Koshi,Ram Kumari Chaudhary,1816,False,Sunsari,2,NCP
Koshi,Durgesh Kumar Chaudhary,1551,False,Sunsari,3,NCP
Koshi,Mohammad Mahfuz Ansari,3432,False,Sunsari,4,NCP
Koshi,Dharma Raj Paudel,1665,False,Dhankuta,1,NCP
Koshi,Sarita Thapa,2812,False,Sankhuwasabha,1,NCP
Koshi,Ajambar Rai Kangman,5728,False,Bhojpur,1,NCP
Koshi,Randhwaj Limbu,919,False,Terhathum,1,NCP
Koshi,Ambir Babu Gurung,11296,False,Okhaldhunga,1,NCP
Koshi,Hari Roka,9443,False,Khotang,1,NCP
Koshi,Ashim Rai,9414,False,Solukhumbu,1,NCP
Koshi,Bal Dev Chaudhary,10021,False,Udayapur,1,NCP
Koshi,Suresh Kumar Rai,5197,False,Udayapur,2,NCP
Madhesh,Rabindra Chaudhary,1626,False,Saptari,1,NCP
Madhesh,Suryanath Prasad Yadav,426,False,Saptari,2,NCP
Madhesh,Arun Kumar Sah,1635,False,Saptari,3,NCP
Madhesh,Rubi Kumari Karn,1709,False,Saptari,4,NCP
Madhesh,Ramchandra Yadav,2853,False,Siraha,1,NCP
Madhesh,Mukti Narayan Singh,3680,False,Siraha,2,NCP
Madhesh,Bishwanath Sah,9942,False,Siraha,3,NCP
Madhesh,Ajay Shankar Nayak,7972,False,Siraha,4,NCP
Madhesh,Matrika Prasad Yadav,10428,True,Dhanusha,1,NCP
Madhesh,Ram Chandra Jha,8403,False,Dhanusha,2,NCP
Madhesh,Ramlalit Mandal,709,False,Dhanusha,3,NCP
Madhesh,Sanjay Kumar Mahato,1336,False,Dhanusha,4,NCP
Madhesh,Giriraj Mani Pokharel,12624,False,Mahottari,1,NCP
Madhesh,Lakxman Kuar Yadav,737,False,Mahottari,2,NCP
Madhesh,Raj Kishor Sah Mehattari Sudi,243,False,Mahottari,3,NCP
Madhesh,Bharat Prasad Shah,5336,False,Mahottari,4,NCP
Madhesh,Pramod Sah,5498,False,Sarlahi,1,NCP
Madhesh,Mahindra Raya Yadav,8523,False,Sarlahi,2,NCP
Madhesh,Naryan Kaji Shrestha,13338,False,Sarlahi,3,NCP
Madhesh,Rajnish Raya,1259,False,Sarlahi,4,NCP
Madhesh,Madhav Kumar Nepal,7669,False,Rautahat,1,NCP
Madhesh,Kiran Kumar Sah,18442,False,Rautahat,2,NCP
Madhesh,Punam Devi,3881,False,Rautahat,3,NCP
Madhesh,Ram Kumar Bhattarai,9778,False,Rautahat,4,NCP
Madhesh,Santosh Dangal,2878,False,Bara,1,NCP
Madhesh,Rameshprasad Yadav,544,False,Bara,2,NCP
Madhesh,Bharatprasad Sah,1751,False,Bara,3,NCP
Madhesh,Ajay Kushwaha,2067,False,Bara,4,NCP
Madhesh,Ajay Chaurasiya,537,False,Parsa,1,NCP
Madhesh,Manoj Kumar Chaudhary,913,False,Parsa,2,NCP
Madhesh,Chotelal Prasad Yadav,2137,False,Parsa,3,NCP
Madhesh,Jayprakash Tharu,3113,False,Parsa,4,NCP
Bagmati,Dekendra Prasad Subedi,4708,False,Sindhuli,1,NCP
Bagmati,Lekh Nath Dahal,14780,False,Sindhuli,2,NCP
Bagmati,Shyam Kumar Shrestha,13354,False,Ramechhap,1,NCP
Bagmati,Bishal Khadka,13065,False,Dolakha,1,NCP
Bagmati,Madhav Sapkota,17327,False,Sindhupalchok,1,NCP
Bagmati,Yubraj Dulal,21699,True,Sindhupalchok,2,NCP
Bagmati,Gin Nath Gautam,14184,False,Kavrepalanchok,1,NCP
Bagmati,Basundhara Humagain,8107,False,Kavrepalanchok,2,NCP
Bagmati,Sunil Maharjan,1964,False,Lalitpur,1,NCP
Bagmati,Rajendra Amatya,1217,False,Lalitpur,2,NCP
Bagmati,Raj Kaji Maharjan,6022,False,Lalitpur,3,NCP
Bagmati,Hari Ram Lawaju,1177,False,Bhaktapur,1,NCP
Bagmati,Ram Prasad Sapkota,1323,False,Bhaktapur,2,NCP
Bagmati,Menuka Bhandari,315,False,Kathmandu,1,NCP
Bagmati,Nitesh Paudel,1912,False,Kathmandu,2,NCP
Bagmati,Niraj Lama,518,False,Kathmandu,3,NCP
Bagmati,Indra Kumar Bhusal,657,False,Kathmandu,4,NCP
Bagmati,Kalpana Sharma,574,False,Kathmandu,5,NCP
Bagmati,Hem Lal Sharma,1084,False,Kathmandu,6,NCP
Bagmati,Basanta Prasad Manandhar,3667,False,Kathmandu,7,NCP
Bagmati,Suman Shayami,3217,False,Kathmandu,8,NCP
Bagmati,Radha Krishna Maharjan,1328,False,Kathmandu,9,NCP
Bagmati,Rupa Maharjan (Shrestha),2648,False,Kathmandu,10,NCP
Bagmati,Hit Bahadur Tamang,13377,False,Nuwakot,1,NCP
Bagmati,Hiranath Khatiwada,6720,False,Nuwakot,2,NCP
Bagmati,Madhav Prasad Lamichhane,953,False,Rasuwa,1,NCP
Bagmati,Rajendra Prasad Pandey,14709,False,Dhading,1,NCP
Bagmati,Ram Bahadur Bhandari,9036,False,Dhading,2,NCP
Bagmati,Bijay Gautam,10788,False,Makwanpur,1,NCP
Bagmati,labh Sher Bista,12492,False,Makwanpur,2,NCP
Bagmati,Krishna Raj Panta,4081,False,Chitwan,1,NCP
Bagmati,Pratap Gurung,4969,False,Chitwan,2,NCP
Bagmati,Renu Dahal,20615,False,Chitwan,3,NCP
Gandaki,Hari Raj Adhikari,11124,False,Gorkha,1,NCP
Gandaki,Lekhnath Neupane,11073,False,Gorkha,2,NCP
Gandaki,Hari Jung Tamang,3371,False,Lamjung,1,NCP
Gandaki,Bidya Nath Dhakal,2352,False,Tanahun,1,NCP
Gandaki,Som Bahadur Thapa,1953,False,Tanahun,2,NCP
Gandaki,Sailendra Ghimire,1552,False,Syangja,1,NCP
Gandaki,Padam Bahadur B.K.,848,False,Syangja,2,NCP
Gandaki,Rajkaji Gurung,2479,False,Kaski,1,NCP
Gandaki,Hem Bahadur Thapa Parajuli,1276,False,Kaski,2,NCP
Gandaki,Gopal Giri,1456,False,Kaski,3,NCP
Gandaki,Yashoda Gurung (Subedi),454,False,Manang,1,NCP
Gandaki,Ngutuk Gurung,151,False,Mustang,1,NCP
Gandaki,Manhari Sharma,4557,False,Parbat,1,NCP
Gandaki,Arjun Bahadur Thapa,3529,False,Myagdi,1,NCP
Gandaki,Gyanmanath Gaire,10709,False,Baglung,2,NCP
Gandaki,Lok Prasad Bhurtel,1245,False,Nawalparasi East,1,NCP
Gandaki,Ganesh Man Mahato,1538,False,Nawalparasi East,2,NCP
Lumbini,Sudarsan Baral,3167,False,Gulmi,1,NCP
Lumbini,Shreeram  Mahat,3079,False,Gulmi,2,NCP
Lumbini,Hum Bahadur Sunari Magar,951,False,Palpa,1,NCP
Lumbini,Som Prasad Pandeya,5288,False,Palpa,2,NCP
Lumbini,Ghana Shyam Yadav Ahir,0,False,Rupandehi,1,NCP
Lumbini,Shubhash Pandey,1409,False,Rupandehi,2,NCP
Lumbini,Faiz Ahmad Kha,2594,False,Rupandehi,3,NCP
Lumbini,Babu Lal Yadav,440,False,Rupandehi,4,NCP
Lumbini,Muhammad Wakil Musalman,6176,False,Rupandehi,5,NCP
Lumbini,Ram Bahadur Chauhhan,3847,False,Arghakhanchi,1,NCP
Lumbini,Krishna Bahadur Kunwar,4616,False,Kapilvastu,1,NCP
Lumbini,Brijesh Kumar Gupta,20482,False,Kapilvastu,2,NCP
Lumbini,Ehsan Ahmad Khan,3808,False,Kapilvastu,3,NCP
Lumbini,Krishna Dhwoj Khadka,9074,False,Pyuthan,1,NCP
Lumbini,Barshman Pun,27460,True,Rolpa,1,NCP
Lumbini,Metmani Chaudhary,4965,False,Dang,1,NCP
Lumbini,Nirmal Acharya,7083,False,Dang,2,NCP
Lumbini,Dhan Bahadur Maski,9328,False,Dang,3,NCP
Lumbini,Bishnu Prasad Chaudhary,9285,False,Bardiya,1,NCP
Lumbini,Suresh Pantha,19180,False,Bardiya,2,NCP
Lumbini,Narendra Prasad Pandey,6020,False,Banke,1,NCP
Lumbini,Dipendra Bista,1456,False,Banke,2,NCP
Lumbini,Deepak Kumar Gauri Magar,4015,False,Banke,3,NCP
Lumbini,Sindhu Jalesa Budhathoki,1056,False,Nawalparasi West,1,NCP
Lumbini,Devendra Paudel,1838,False,Nawalparasi West,2,NCP
Lumbini,Pushpa Kamal Dahal,10240,True,Rukum East,1,NCP
Karnali,Gopal Sharma,21609,True,Rukum West,1,NCP
Karnali,Ramesh Kumar Malla,23189,True,Salyan,1,NCP
Karnali,Jit Bahadur Rana,2828,False,Surkhet,1,NCP
Karnali,Jhak Bahadur Malla,4166,False,Surkhet,2,NCP
Karnali,Ammar Bahadur Thapa,4256,False,Dailekh,1,NCP
Karnali,Yogendra Bahadur Shahi,3851,False,Dailekh,2,NCP
Karnali,Shakti Bahadur Basnet,17407,False,Jajarkot,1,NCP
Karnali,Dhan Bahadur Budha,6802,True,Dolpa,1,NCP
Karnali,Dipendra Rokaya,7243,False,Humla,1,NCP
Karnali,Mahendra Bahadur Shahi,11338,True,Kalikot,1,NCP
Karnali,Chandra Bahadur Shahi,5558,False,Mugu,1,NCP
Karnali,Naresh Bhandari,11635,False,Jumla,1,NCP
Sudurpaschim,Prakash Bahadur Shah,3428,False,Bajura,1,NCP
Sudurpaschim,Min Bahadur Kunwar,9757,False,Bajhang,1,NCP
Sudurpaschim,Bhim Bahadur Rawal,10233,False,Achham,1,NCP
Sudurpaschim,Bal Bahadur Kunwar,6493,False,Achham,2,NCP
Sudurpaschim,Trilochan Bhatta,5413,False,Doti,1,NCP
Sudurpaschim,Ramlal Dagaura Tharu,8392,False,Kailali,1,NCP
Sudurpaschim,Nanda Bahadur Saud,4369,False,Kailali,2,NCP
Sudurpaschim,Birman Chaudhary,11983,False,Kailali,3,NCP
Sudurpaschim,Hari Ram Chaudhary,5609,False,Kailali,4,NCP
Sudurpaschim,Prem Bahadur Ale,7876,False,Kailali,5,NCP
Sudurpaschim,Bina Magar,11110,False,Kanchanpur,1,NCP
Sudurpaschim,Madhav Prasad Panta,6337,False,Kanchanpur,2,NCP
Sudurpaschim,Man Bahadur Sunar,4284,False,Kanchanpur,3,NCP
Sudurpaschim,Man Singh Mal,6834,False,Dadeldhura,1,NCP
Sudurpaschim,Pramanand Bhatta,6965,False,Baitadi,1,NCP
Sudurpaschim,Lakshman Datt Joshi,3065,False,Darchula,1,NCP
